id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000109906	362.672516775208	5.08567658081718	0.328528411011757	15.4801728263166	4.72202595109313e-54	2.19510395564329e-51
ENSG00000179593	61.1557318057489	4.76962198867662	0.335922597997451	14.1985743653745	9.34951141054162e-46	2.59373542356961e-43
ENSG00000152583	985.5592770835	4.3400678735817	0.176052488767123	24.6521245111314	3.49204599068185e-134	3.00315955198639e-130
ENSG00000163884	545.772295597504	4.08016213625138	0.210263902867577	19.4049576775004	7.00762172113925e-84	1.00442578002996e-80
ENSG00000168309	159.502376598819	3.99975875957668	0.262903927815108	15.2137657007148	2.86573454512329e-52	1.23226585440302e-49
ENSG00000250978	38.4643321018766	3.77993799605214	0.342629563706588	11.0321419878674	2.67418790965014e-28	3.28543086042732e-26
ENSG00000100033	46.4513677457952	3.65867315665014	0.334825401306353	10.9271075084969	8.55314278600272e-28	1.02876962181291e-25
ENSG00000127954	380.150009916482	3.61568932722458	0.338828039637353	10.6711632576054	1.38876743952123e-26	1.55109090647826e-24
ENSG00000101347	13616.9347628622	3.60613898069953	0.151736163267373	23.7658505596005	7.53460524304227e-125	3.23988025450817e-121
ENSG00000211445	12162.4868519769	3.54020618733113	0.157322869207329	22.5028071580975	3.8960719047226e-112	1.11687394602048e-108
ENSG00000165995	514.284087941895	3.32135240257045	0.130721997449098	25.4077543748042	2.07031991989554e-142	3.56095026222034e-138
ENSG00000189221	2294.72999565191	3.23162487640835	0.139602207625443	23.1488092586537	1.49445818668261e-118	5.14093616218818e-115
ENSG00000163083	421.132701334498	3.2309658142831	0.187106165280077	17.2680884643576	8.18075243793157e-67	6.39586099692832e-64
ENSG00000096060	2540.43074353492	3.15729651044871	0.303818782482882	10.392038585128	2.69529707911836e-25	2.77599459645724e-23
ENSG00000179094	763.98621917127	3.08390108948571	0.157644709130904	19.5623507219955	3.23799908505306e-85	5.56935842629127e-82
ENSG00000152779	45.2736428234902	3.05805933778916	0.313064399503761	9.76814783998595	1.54246029231846e-22	1.25143004848479e-20
ENSG00000171819	249.5830667268	2.95396285032764	0.372734500932992	7.92511249410392	2.27939885592335e-15	9.25735038730952e-14
ENSG00000233117	76.7315623089205	2.94202676345018	0.253179195664591	11.6203337945182	3.24864507771867e-31	4.47013562694089e-29
ENSG00000173838	36.7139389392613	2.89605002003578	0.320045448414733	9.04887113496115	1.44453935141609e-19	9.0022017552017e-18
ENSG00000120129	3325.40269688711	2.87294155636602	0.116764973672197	24.6044808302825	1.13112633241849e-133	6.48512430586602e-130
